User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:20Z,s3.amazonaws.com,GetAccountPublicAccessBlock,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],1A53F1E7C2104EB4,452f898b-b0f2-423a-acb5-cee86c044679,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:20Z,s3.amazonaws.com,GetAccountPublicAccessBlock,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],33BF996CFDBC9C48,50dbbf9f-7350-4ba1-9049-7339739bac38,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:16Z,s3.amazonaws.com,GetAccountPublicAccessBlock,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],7152EA3F517BD42D,215fe0e9-2542-4607-8c9d-3312e0d47a79,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:15Z,s3.amazonaws.com,GetBucketPolicy,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],EC592CB848931421,1f8d81aa-bcd0-4717-9c7b-752b5ad13cb2,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:15Z,s3.amazonaws.com,ListAccessPoints,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],8C99E5D4C8C25DF4,69fdaaf8-bd50-4753-ac1f-b31f64aa112c,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:15Z,s3.amazonaws.com,GetBucketVersioning,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],F9D40117FE504221,b6612908-ef46-40f0-b9c9-2756fb73c746,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T23:04:15Z,s3.amazonaws.com,GetBucketWebsite,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],03BE4B65DDB1434A,c4d97df9-11eb-406f-a156-cf0ef9e903a9,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:53:34Z,s3.amazonaws.com,GetBucketVersioning,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],F5DD552011446D4E,f80f250f-2297-4bb3-b53d-5445fb1fb411,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:49:46Z,s3.amazonaws.com,ListAccessPoints,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],2F5A06E0B4965101,5336dccc-ad2a-441f-8b70-5d07326c61ab,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:49:46Z,s3.amazonaws.com,GetAccountPublicAccessBlock,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],F36993F8FD76BE28,564dcb44-164a-4945-963f-03999c0c7e58,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:49:46Z,s3.amazonaws.com,GetBucketPolicy,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],0859F37909983C92,58dd7459-9906-4ec9-b6e0-8e8ff2c9e7a0,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:49:46Z,s3.amazonaws.com,GetBucketWebsite,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],73F37AC1AAA23A5B,946d028a-39aa-446e-b743-d20edcede6d5,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:49:46Z,s3.amazonaws.com,GetBucketVersioning,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],6FE034D8C7F8F194,cdb7515a-c75c-427e-9589-d7bf3e2ac5cc,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXFNOXZP5F,2021-02-25T22:49:14Z,s3.amazonaws.com,GetAccountPublicAccessBlock,eu-west-1,109.77.89.116,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,[],BDF4CA861CEB85FD,0c6c8c31-bfac-4f61-977e-72a53e228cb0,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:20Z,cloudtrail.amazonaws.com,DescribeTrails,eu-west-1,109.77.89.116,console.amazonaws.com,,[],1437d2dd-0efd-4054-ba23-46f8f261d8c3,2b53c9aa-04e1-4d12-b0d8-6b674077de3c,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:20Z,cloudtrail.amazonaws.com,GetInsightSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,InsightNotEnabledException,[],58731e8f-857b-49e7-bd5f-74916d6e1e13,3447bf0d-7c31-4531-b597-485345593c33,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:20Z,cloudtrail.amazonaws.com,ListTags,eu-west-1,109.77.89.116,console.amazonaws.com,,[],57d716fd-8983-4a18-9d48-d1aedd00a590,37fb1097-8c8a-413a-a670-cbcbb9db2b95,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:20Z,cloudtrail.amazonaws.com,GetTrailStatus,eu-west-1,109.77.89.116,console.amazonaws.com,,[],0b405fc4-596d-4ea6-9fea-2ec31e2f72f0,7d6ef218-e9d3-4dad-8508-e7171abbabfd,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:20Z,cloudtrail.amazonaws.com,GetEventSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,,[],5f6062d1-9067-4dba-be7a-a1481a338e24,fc383465-4be1-4e99-86d8-5ccd1951eeb0,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:19Z,cloudtrail.amazonaws.com,UpdateTrail,eu-west-1,109.77.89.116,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-1:492383393326:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-492383393326-14f178ad""}]",f236ebfb-f981-4560-8b28-d3eda416c4b0,15cfa6ba-ecaf-41d1-befc-66ff7f109a73,false,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:19Z,cloudtrail.amazonaws.com,PutEventSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-1:492383393326:trail/Udacity_Trail""}]",d4914d0a-cd1b-44d1-8177-0a88eeb88ba6,20aacab0-f244-41e2-ad34-2e6607330d7b,false,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:48:19Z,cloudtrail.amazonaws.com,PutInsightSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-1:492383393326:trail/Udacity_Trail""}]",3ed2e36d-c28c-496c-b1d7-96301e72bccd,9c009a1a-2a27-4e5e-aa84-3133ed24f4f4,false,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:11Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],a0be03f1-cb55-4b89-b96c-51994aef74fc,09bc1805-58b2-46e1-85a6-7f90656b7ebb,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:11Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],ba9e48ae-37e8-4cb0-a4df-749290450720,0d4a2a75-88fb-4407-aad5-9152afe7d6c7,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:11Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],ce4916c9-98c7-41b9-beb0-1bffdec39d04,4e4c7249-70c2-459e-a74b-e77a4511b060,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:11Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],2bad7c19-5ace-4688-9e0f-835b5f5bdbda,66179c1c-b18a-434b-b2f4-cfea099852e5,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:47:11Z,lambda.amazonaws.com,ListFunctions20150331,eu-west-1,109.77.89.116,console.amazonaws.com,,[],f17c9a61-72aa-42d7-ad7d-7a7c86c01460,6f5d48f5-6d65-4cbd-b16c-4b9b257cc4dd,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:08Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],da96ce65-f860-4e4b-bfcd-8a871ae37c9e,51c9c454-d660-4ab6-b298-b5fe5891badc,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:08Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],927da156-33f2-44f0-a09d-e39e6966abd8,54440963-9d9c-4098-b98b-f33782c235a9,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:08Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],f7c76f0b-11c8-4f04-a65c-e34c8175afac,74a92561-85d6-4b3f-8ddc-aad3abf9cdb5,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:47:08Z,lambda.amazonaws.com,ListFunctions20150331,eu-west-1,109.77.89.116,console.amazonaws.com,,[],72dd8e8d-1a84-45a3-84e1-28ed44b85bad,77efe9b2-5000-49c6-81cd-11a61a0f3ee5,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:47:08Z,cloudtrail.amazonaws.com,GetEventSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,,[],8956e2e8-298b-442b-a6f8-f69e368a9476,b0693602-0f7f-4946-95af-a5b403402c1e,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:47:08Z,cloudtrail.amazonaws.com,GetInsightSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,InsightNotEnabledException,[],10ac0c8c-2076-4775-99a2-45db19b9c1eb,b65724e3-eece-479a-8c0f-69d0eebaa391,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAJF7AWLI2ZOOVXGDA,2021-02-25T22:47:08Z,kms.amazonaws.com,Decrypt,eu-west-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],bc6a67d8-8acf-4369-8b6f-abae83a125df,c2cee164-0723-4fc0-9937-96f8c9132da6,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:47:08Z,cloudtrail.amazonaws.com,GetEventSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,,[],12cbb6a4-5d94-44a5-8aeb-e0f064802aab,e01c93b1-ce94-42c8-bed3-0a684819d532,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:46:44Z,cloudtrail.amazonaws.com,ListTags,eu-west-1,109.77.89.116,console.amazonaws.com,,[],e1d19d2c-e3c8-4c29-85e3-7557a72c5547,1e015595-4229-4fe9-a947-e87f81776ab0,true,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:46:44Z,cloudtrail.amazonaws.com,PutEventSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-1:492383393326:trail/Udacity_Trail""}]",c6695092-f6b3-4634-97ce-3b5e06a19cfd,20a422ff-f772-42bc-b285-921d0612f19f,false,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:46:44Z,cloudtrail.amazonaws.com,UpdateTrail,eu-west-1,109.77.89.116,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-1:492383393326:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-492383393326-14f178ad""}]",7deca00f-6868-498d-a47d-8dd155e85b22,2affc03d-c3cf-4ee0-a3ea-e327df1460e9,false,AwsApiCall,492383393326,Management
CloudTrail,ASIAXFJCWKYXJMHK2UG7,2021-02-25T22:46:44Z,cloudtrail.amazonaws.com,GetInsightSelectors,eu-west-1,109.77.89.116,console.amazonaws.com,InsightNotEnabledException,[],78de7bf5-dca3-4683-90f1-b6eb152309c8,2dd2095a-14df-43a1-8f6e-7d7735d4be19,true,AwsApiCall,492383393326,Management
